year,round,region_number,region_name,seed1,score1,team1,seed2,score2,team2
1992,1,4,West,3,78,Florida St,14,68,Montana
1992,1,4,West,4,83,Oklahoma,13,87,Louisiana Lafayette
1992,1,4,West,5,73,DePaul,12,81,New Mexico St
1992,1,4,West,6,75,Georgetown,11,60,South Florida
1992,1,4,West,7,94,LSU,10,83,BYU
1992,1,4,West,8,81,Louisville,9,58,Wake Forest
1992,2,1,Midwest,1,60,Kansas,9,66,UTEP
1992,2,1,Midwest,2,78,USC,7,79,Georgia Tech
1992,2,1,Midwest,3,80,Arkansas,6,82,Memphis
1992,2,1,Midwest,4,77,Cincinnati,5,65,Michigan St
1992,2,2,Southeast,1,78,Ohio St,9,55,Connecticut
1992,2,2,Southeast,2,87,Oklahoma St,10,71,Tulane
1992,2,2,Southeast,14,90,East Tennessee St,6,102,Michigan
1992,2,2,Southeast,4,64,North Carolina,5,55,Alabama
1992,2,3,East,1,75,Duke,9,62,Iowa
1992,2,3,East,2,106,Kentucky,10,98,Iowa St
1992,2,3,East,3,77,Massachusetts,6,71,Syracuse
1992,2,3,East,4,88,Seton Hall,5,71,Missouri
1992,2,4,West,1,85,UCLA,8,69,Louisville
1992,2,4,West,2,89,Indiana,7,79,LSU
1992,2,4,West,3,78,Florida St,6,68,Georgetown
1992,2,4,West,13,73,Louisiana Lafayette,12,81,New Mexico St
1992,3,1,Midwest,9,67,UTEP,4,69,Cincinnati
1992,3,1,Midwest,7,79,Georgia Tech,6,83,Memphis
1992,3,2,Southeast,1,80,Ohio St,4,73,North Carolina
1992,3,2,Southeast,2,72,Oklahoma St,6,75,Michigan
1992,3,3,East,1,81,Duke,4,69,Seton Hall
1992,3,3,East,2,87,Kentucky,3,77,Massachusetts
1992,3,4,West,1,85,UCLA,12,78,New Mexico St
1992,3,4,West,2,85,Indiana,3,74,Florida St
1992,4,1,Midwest,4,88,Cincinnati,6,57,Memphis
1992,4,2,Southeast,1,71,Ohio St,6,75,Michigan
1992,4,3,East,1,104,Duke,2,103,Kentucky
1992,4,4,West,1,79,UCLA,2,106,Indiana
1992,5,1,Final Four,4,72,Cincinnati,6,76,Michigan
1992,5,2,Final Four,1,81,Duke,2,78,Indiana
1992,6,1,Championship,6,51,Michigan,1,71,Duke
1993,1,1,Southeast,1,96,Kentucky,16,52,Rider
1993,1,1,Southeast,2,81,Seton Hall,15,59,Tennessee St
1993,1,1,Southeast,3,82,Florida St,14,70,Evansville
1993,1,1,Southeast,4,82,Iowa,13,69,Louisiana Monroe
1993,1,1,Southeast,5,81,Wake Forest,12,58,Chattanooga
1993,1,1,Southeast,6,53,Kansas St,11,55,Tulane
1993,1,1,Southeast,7,55,Western Kentucky,10,52,Memphis
1993,1,1,Southeast,8,86,Utah,9,85,Pittsburgh
1993,1,2,West,1,84,Michigan,16,53,Coastal Carolina
1993,1,2,West,2,61,Arizona,15,64,Santa Clara
1993,1,2,West,3,92,Vanderbilt,14,72,Boise St
1993,1,2,West,4,78,Georgia Tech,13,93,Southern
1993,1,2,West,5,68,New Mexico,12,82,George Washington
1993,1,2,West,6,75,Illinois,11,72,Long Beach St
1993,1,2,West,7,75,Temple,10,61,Missouri
1993,1,2,West,8,70,Iowa St,9,81,UCLA
1993,1,3,East,1,85,North Carolina,16,65,East Carolina
1993,1,3,East,2,93,Cincinnati,15,66,Coppin St
1993,1,3,East,3,54,Massachusetts,14,50,Pennsylvania
1993,1,3,East,4,94,Arkansas,13,64,Holy Cross
1993,1,3,East,5,85,St Johns,12,67,Texas Tech
1993,1,3,East,6,78,Virginia,11,66,Manhattan
1993,1,3,East,7,93,New Mexico St,10,79,Nebraska
1993,1,3,East,8,74,Rhode Island,9,68,Purdue
1993,1,4,Midwest,1,97,Indiana,16,54,Wright St
1993,1,4,Midwest,2,94,Kansas,15,72,Ball St
1993,1,4,Midwest,3,105,Duke,14,70,Southern Illinois
1993,1,4,Midwest,4,76,Louisville,13,70,Delaware
1993,1,4,Midwest,5,74,Oklahoma St,12,62,Marquette
1993,1,4,Midwest,6,66,California,11,64,LSU
1993,1,4,Midwest,7,80,BYU,10,71,SMU
1993,1,4,Midwest,8,55,New Orleans,9,73,Xavier
1993,2,1,Southeast,1,83,Kentucky,8,62,Utah
1993,2,1,Southeast,2,68,Seton Hall,7,72,Western Kentucky
1993,2,1,Southeast,3,94,Florida St,11,63,Tulane
1993,2,1,Southeast,4,78,Iowa,5,84,Wake Forest
1993,2,2,West,1,86,Michigan,9,84,UCLA
1993,2,2,West,15,57,Santa Clara,7,68,Temple
1993,2,2,West,3,85,Vanderbilt,6,68,Illinois
1993,2,2,West,13,80,Southern,12,90,George Washington
1993,2,3,East,1,112,North Carolina,8,67,Rhode Island
1993,2,3,East,2,92,Cincinnati,7,55,New Mexico St
1993,2,3,East,3,56,Massachusetts,6,71,Virginia
1993,2,3,East,4,80,Arkansas,5,74,St Johns
1993,2,4,Midwest,1,73,Indiana,9,70,Xavier
1993,2,4,Midwest,2,90,Kansas,7,76,BYU
1993,2,4,Midwest,3,77,Duke,6,82,California
1993,2,4,Midwest,4,78,Louisville,5,63,Oklahoma St
1993,3,1,Southeast,1,103,Kentucky,5,69,Wake Forest
1993,3,1,Southeast,7,78,Western Kentucky,3,81,Florida St
1993,3,2,West,1,72,Michigan,12,64,George Washington
1993,3,2,West,7,67,Temple,3,59,Vanderbilt
1993,3,3,East,1,80,North Carolina,4,74,Arkansas
1993,3,3,East,2,71,Cincinnati,6,54,Virginia
1993,3,4,Midwest,1,82,Indiana,4,69,Louisville
1993,3,4,Midwest,2,93,Kansas,6,76,California
1993,4,1,Southeast,1,106,Kentucky,3,81,Florida St
1993,4,2,West,1,77,Michigan,7,72,Temple
1993,4,3,East,1,75,North Carolina,2,68,Cincinnati
1993,4,4,Midwest,1,77,Indiana,2,83,Kansas
1993,5,1,Final Four,1,78,Kentucky,1,81,Michigan
1993,5,2,Final Four,1,78,North Carolina,2,68,Kansas
1993,6,1,Championship,1,71,Michigan,1,77,North Carolina
1994,1,1,West,1,76,Missouri,16,53,Navy
1994,1,1,West,2,81,Arizona,15,55,Loyola Maryland
1994,1,1,West,3,67,Louisville,14,58,Boise St
1994,1,1,West,4,92,Syracuse,13,78,Hawaii
1994,1,1,West,5,57,California,12,61,Wisconsin Green Bay
1994,1,1,West,6,74,Minnesota,11,60,Southern Illinois
1994,1,1,West,7,57,Virginia,10,54,New Mexico
1994,1,1,West,8,72,Cincinnati,9,80,Wisconsin
1994,1,2,Midwest,1,94,Arkansas,16,79,North Carolina A&T
1994,1,2,Midwest,2,78,Massachusetts,15,60,Southwest Texas St
1994,1,2,Midwest,3,78,Michigan,14,74,Pepperdine
1994,1,2,Midwest,4,65,Oklahoma St,13,55,New Mexico St
1994,1,2,Midwest,5,102,UCLA,12,112,Tulsa
1994,1,2,Midwest,6,91,Texas,11,77,Western Kentucky
1994,1,2,Midwest,7,66,St Louis,10,74,Maryland
1994,1,2,Midwest,8,77,Illinois,9,84,Georgetown
1994,1,3,East,1,71,North Carolina,16,51,Liberty
1994,1,3,East,2,64,Connecticut,15,46,Rider
1994,1,3,East,3,64,Florida,14,62,James Madison
1994,1,3,East,4,61,Temple,13,39,Drexel
1994,1,3,East,5,84,Indiana,12,72,Ohio
1994,1,3,East,6,80,Nebraska,11,90,Pennsylvania
1994,1,3,East,7,46,UAB,10,51,George Washington
1994,1,3,East,8,64,Washington St,9,67,Boston College
1994,1,4,Southeast,1,98,Purdue,16,67,Central Florida
1994,1,4,Southeast,2,82,Duke,15,70,Texas Southern
1994,1,4,Southeast,3,83,Kentucky,14,70,Tennessee St
1994,1,4,Southeast,4,102,Kansas,13,73,Chattanooga
1994,1,4,Southeast,5,68,Wake Forest,12,58,College of Charleston
1994,1,4,Southeast,6,81,Marquette,11,59,Louisiana Lafayette
1994,1,4,Southeast,7,84,Michigan St,10,73,Seton Hall
1994,1,4,Southeast,8,70,Providence,9,76,Alabama
1994,2,1,West,1,109,Missouri,9,96,Wisconsin
1994,2,1,West,2,71,Arizona,7,58,Virginia
1994,2,1,West,3,60,Louisville,6,55,Minnesota
1994,2,1,West,4,64,Syracuse,12,59,Wisconsin Green Bay
1994,2,2,Midwest,1,85,Arkansas,9,73,Georgetown
1994,2,2,Midwest,2,87,Massachusetts,10,95,Maryland
1994,2,2,Midwest,3,84,Michigan,6,79,Texas
1994,2,2,Midwest,4,80,Oklahoma St,12,82,Tulsa
1994,2,3,East,1,72,North Carolina,9,75,Boston College
1994,2,3,East,2,75,Connecticut,10,63,George Washington
1994,2,3,East,3,70,Florida,11,58,Pennsylvania
1994,2,3,East,4,58,Temple,5,67,Indiana
1994,2,4,Southeast,1,83,Purdue,9,73,Alabama
1994,2,4,Southeast,2,85,Duke,7,74,Michigan St
1994,2,4,Southeast,3,63,Kentucky,6,75,Marquette
1994,2,4,Southeast,4,69,Kansas,5,58,Wake Forest
1994,3,1,West,1,98,Missouri,4,88,Syracuse
1994,3,1,West,2,82,Arizona,3,70,Louisville
1994,3,2,Midwest,1,103,Arkansas,12,84,Tulsa
1994,3,2,Midwest,10,71,Maryland,3,78,Michigan
1994,3,3,East,9,77,Boston College,5,68,Indiana
1994,3,3,East,2,60,Connecticut,3,69,Florida
1994,3,4,Southeast,1,83,Purdue,4,78,Kansas
1994,3,4,Southeast,2,59,Duke,6,49,Marquette
1994,4,1,West,1,72,Missouri,2,82,Arizona
1994,4,2,Midwest,1,76,Arkansas,3,68,Michigan
1994,4,3,East,9,65,Boston College,3,74,Florida
1994,4,4,Southeast,1,60,Purdue,2,69,Duke
1994,5,1,Final Four,2,82,Arizona,1,91,Arkansas
1994,5,2,Final Four,3,65,Florida,2,70,Duke
1994,6,1,Championship,1,76,Arkansas,2,72,Duke
1995,1,1,Midwest,1,82,Kansas,16,68,Colgate
1995,1,1,Midwest,2,79,Arkansas,15,78,Texas Southern
1995,1,1,Midwest,3,49,Purdue,14,48,Wisconsin Green Bay
1995,1,1,Midwest,4,96,Virginia,13,72,Nicholls St
1995,1,1,Midwest,5,62,Arizona,12,71,Miami Ohio
1995,1,1,Midwest,6,77,Memphis,11,56,Louisville
1995,1,1,Midwest,7,96,Syracuse,10,92,Southern Illinois
1995,1,1,Midwest,8,82,Western Kentucky,9,76,Michigan
1995,1,2,Southeast,1,113,Kentucky,16,67,Mount St Marys
1995,1,2,Southeast,2,80,North Carolina,15,70,Murray St
1995,1,2,Southeast,3,72,Michigan St,14,79,Weber St
1995,1,2,Southeast,4,67,Oklahoma,13,77,Manhattan
1995,1,2,Southeast,5,81,Arizona St,12,66,Ball St
1995,1,2,Southeast,6,68,Georgetown,11,63,Xavier
1995,1,2,Southeast,7,64,Iowa St,10,61,Florida
1995,1,2,Southeast,8,70,BYU,9,76,Tulane
1995,1,3,East,1,79,Wake Forest,16,47,North Carolina A&T
1995,1,3,East,2,68,Massachusetts,15,51,St Peters
1995,1,3,East,3,81,Villanova,14,89,Old Dominion
1995,1,3,East,4,73,Oklahoma St,13,49,Drexel
1995,1,3,East,5,91,Alabama,12,85,Pennsylvania
1995,1,3,East,6,68,Tulsa,11,62,Illinois
1995,1,3,East,7,68,Charlotte,10,70,Stanford
1995,1,3,East,8,61,Minnesota,9,64,St Louis
1995,1,4,West,1,92,UCLA,16,56,Florida International
1995,1,4,West,2,100,Connecticut,15,71,Chattanooga
1995,1,4,West,3,87,Maryland,14,63,Gonzaga
1995,1,4,West,4,76,Utah,13,64,Long Beach St
1995,1,4,West,5,75,Mississippi St,12,67,Santa Clara
1995,1,4,West,6,73,Oregon,11,90,Texas
1995,1,4,West,7,77,Cincinnati,10,71,Temple
1995,1,4,West,8,65,Missouri,9,60,Indiana
1995,2,1,Midwest,1,75,Kansas,8,70,Western Kentucky
1995,2,1,Midwest,2,96,Arkansas,7,94,Syracuse
1995,2,1,Midwest,3,73,Purdue,6,75,Memphis
1995,2,1,Midwest,4,60,Virginia,12,54,Miami Ohio
1995,2,2,Southeast,1,82,Kentucky,9,60,Tulane
1995,2,2,Southeast,2,73,North Carolina,7,51,Iowa St
1995,2,2,Southeast,14,51,Weber St,6,53,Georgetown
1995,2,2,Southeast,13,54,Manhattan,5,64,Arizona St
1995,2,3,East,1,64,Wake Forest,9,59,St Louis
1995,2,3,East,2,75,Massachusetts,10,53,Stanford
1995,2,3,East,14,52,Old Dominion,6,64,Tulsa
1995,2,3,East,4,66,Oklahoma St,5,52,Alabama
1995,2,4,West,1,75,UCLA,8,74,Missouri
1995,2,4,West,2,96,Connecticut,7,91,Cincinnati
1995,2,4,West,3,82,Maryland,11,68,Texas
1995,2,4,West,4,64,Utah,5,78,Mississippi St
1995,3,1,Midwest,1,58,Kansas,4,67,Virginia
1995,3,1,Midwest,2,96,Arkansas,6,91,Memphis
1995,3,2,Southeast,1,97,Kentucky,5,73,Arizona St
1995,3,2,Southeast,2,74,North Carolina,6,64,Georgetown
1995,3,3,East,1,66,Wake Forest,4,71,Oklahoma St
1995,3,3,East,2,76,Massachusetts,6,51,Tulsa
1995,3,4,West,1,86,UCLA,5,67,Mississippi St
1995,3,4,West,2,99,Connecticut,3,89,Maryland
1995,4,1,Midwest,4,61,Virginia,2,68,Arkansas
1995,4,2,Southeast,1,61,Kentucky,2,74,North Carolina
1995,4,3,East,4,68,Oklahoma St,2,54,Massachusetts
1995,4,4,West,1,102,UCLA,2,96,Connecticut
1995,5,1,Final Four,2,75,Arkansas,2,68,North Carolina
1995,5,2,Final Four,4,61,Oklahoma St,1,74,UCLA
1995,6,1,Championship,2,78,Arkansas,1,89,UCLA
1996,1,1,Southeast,1,68,Connecticut,16,59,Colgate
1996,1,1,Southeast,2,66,Cincinnati,15,61,UNC Greensboro
1996,1,1,Southeast,3,90,Georgia Tech,14,79,Austin Peay
1996,1,1,Southeast,4,41,UCLA,13,43,Princeton
1996,1,1,Southeast,5,58,Mississippi St,12,51,VCU
1996,1,1,Southeast,6,51,Indiana,11,64,Boston College
1996,1,1,Southeast,7,61,Temple,10,43,Oklahoma
1996,1,1,Southeast,8,60,Duke,9,75,Eastern Michigan
1996,1,2,West,1,73,Purdue,16,71,Western Carolina
1996,1,2,West,2,92,Kansas,15,54,South Carolina St
1996,1,2,West,3,90,Arizona,14,51,Valparaiso
1996,1,2,West,4,88,Syracuse,13,55,Montana St
1996,1,2,West,5,63,Memphis,12,75,Drexel
1996,1,2,West,6,81,Iowa,11,79,George Washington
1996,1,2,West,7,79,Maryland,10,91,Santa Clara
1996,1,2,West,8,81,Georgia,9,74,Clemson
1996,1,3,East,1,92,Massachusetts,16,70,Central Florida
1996,1,3,East,2,93,Georgetown,15,56,Mississippi Valley St
1996,1,3,East,3,74,Texas Tech,14,73,Northern Illinois
1996,1,3,East,4,68,Marquette,13,44,Monmouth
1996,1,3,East,5,80,Penn St,12,86,Arkansas
1996,1,3,East,6,86,North Carolina,11,62,New Orleans
1996,1,3,East,7,69,New Mexico,10,48,Kansas St
1996,1,3,East,8,58,Bradley,9,66,Stanford
1996,1,4,Midwest,1,110,Kentucky,16,72,San Jose St
1996,1,4,Midwest,2,62,Wake Forest,15,50,Louisiana Monroe
1996,1,4,Midwest,3,92,Villanova,14,58,Portland
1996,1,4,Midwest,4,73,Utah,13,67,Canisius
1996,1,4,Midwest,5,74,Iowa St,12,64,California
1996,1,4,Midwest,6,82,Louisville,11,80,Tulsa
1996,1,4,Midwest,7,76,Michigan,10,80,Texas
1996,1,4,Midwest,8,48,Wisconsin Green Bay,9,61,Virginia Tech
1996,2,1,Southeast,1,95,Connecticut,9,81,Eastern Michigan
1996,2,1,Southeast,2,78,Cincinnati,7,65,Temple
1996,2,1,Southeast,3,103,Georgia Tech,11,89,Boston College
1996,2,1,Southeast,13,41,Princeton,5,63,Mississippi St
1996,2,2,West,1,69,Purdue,8,76,Georgia
1996,2,2,West,2,76,Kansas,10,51,Santa Clara
1996,2,2,West,3,87,Arizona,6,73,Iowa
1996,2,2,West,4,69,Syracuse,12,58,Drexel
1996,2,3,East,1,79,Massachusetts,9,74,Stanford
1996,2,3,East,2,73,Georgetown,7,62,New Mexico
1996,2,3,East,3,92,Texas Tech,6,73,North Carolina
1996,2,3,East,4,56,Marquette,12,65,Arkansas
1996,2,4,Midwest,1,84,Kentucky,9,60,Virginia Tech
1996,2,4,Midwest,2,65,Wake Forest,10,62,Texas
1996,2,4,Midwest,3,64,Villanova,6,68,Louisville
1996,2,4,Midwest,4,74,Utah,5,64,Iowa St
1996,3,1,Southeast,1,55,Connecticut,5,60,Mississippi St
1996,3,1,Southeast,2,87,Cincinnati,3,70,Georgia Tech
1996,3,2,West,8,81,Georgia,4,83,Syracuse
1996,3,2,West,2,83,Kansas,3,80,Arizona
1996,3,3,East,1,79,Massachusetts,12,63,Arkansas
1996,3,3,East,2,98,Georgetown,3,90,Texas Tech
1996,3,4,Midwest,1,101,Kentucky,4,70,Utah
1996,3,4,Midwest,2,60,Wake Forest,6,59,Louisville
1996,4,1,Southeast,5,73,Mississippi St,2,63,Cincinnati
1996,4,2,West,4,60,Syracuse,2,57,Kansas
1996,4,3,East,1,86,Massachusetts,2,62,Georgetown
1996,4,4,Midwest,1,83,Kentucky,2,63,Wake Forest
1996,5,1,Final Four,5,69,Mississippi St,4,77,Syracuse
1996,5,2,Final Four,1,74,Massachusetts,1,81,Kentucky
1996,6,1,Championship,4,67,Syracuse,1,76,Kentucky
1997,1,1,West,1,92,Kentucky,16,54,Montana
1997,1,1,West,2,75,Utah,15,61,Navy
1997,1,1,West,3,68,Wake Forest,14,46,St Marys
1997,1,1,West,4,75,St Josephs,13,65,Pacific
1997,1,1,West,5,73,Boston College,12,66,Valparaiso
1997,1,1,West,6,80,Stanford,11,67,Oklahoma
1997,1,1,West,7,79,Charlotte,10,67,Georgetown
1997,1,1,West,8,73,Iowa,9,60,Virginia
1997,1,2,Midwest,1,78,Minnesota,16,46,Southwest Texas St
1997,1,2,Midwest,2,109,UCLA,15,75,Charleston Southern
1997,1,2,Midwest,3,86,Cincinnati,14,69,Butler
1997,1,2,Midwest,4,68,Clemson,13,56,Miami Ohio
1997,1,2,Midwest,5,81,Tulsa,12,58,Boston University
1997,1,2,Midwest,6,69,Iowa St,11,57,Illinois St
1997,1,2,Midwest,7,80,Xavier,10,68,Vanderbilt
1997,1,2,Midwest,8,40,Ole Miss,9,62,Temple
1997,1,3,East,1,82,North Carolina,16,74,Fairfield
1997,1,3,East,2,65,South Carolina,15,78,Coppin St
1997,1,3,East,3,59,New Mexico,14,55,Old Dominion
1997,1,3,East,4,101,Villanova,13,91,Long Island Brooklyn
1997,1,3,East,5,55,California,12,52,Princeton
1997,1,3,East,6,65,Louisville,11,57,Massachusetts
1997,1,3,East,7,58,Wisconsin,10,71,Texas
1997,1,3,East,8,62,Indiana,9,80,Colorado
1997,1,4,Southeast,1,78,Kansas,16,64,Jackson St
1997,1,4,Southeast,2,71,Duke,15,68,Murray St
1997,1,4,Southeast,3,70,Georgia,14,73,Chattanooga
1997,1,4,Southeast,4,65,Arizona,13,57,South Alabama
1997,1,4,Southeast,5,66,Maryland,12,75,College of Charleston
1997,1,4,Southeast,6,90,Illinois,11,77,USC
1997,1,4,Southeast,7,59,Marquette,10,81,Providence
1997,1,4,Southeast,8,83,Purdue,9,76,Rhode Island
1997,2,1,West,1,75,Kentucky,8,69,Iowa
1997,2,1,West,2,77,Utah,7,58,Charlotte
1997,2,1,West,3,66,Wake Forest,6,72,Stanford
1997,2,1,West,4,81,St Josephs,5,77,Boston College
1997,2,2,Midwest,1,76,Minnesota,9,57,Temple
1997,2,2,Midwest,2,96,UCLA,7,83,Xavier
1997,2,2,Midwest,3,66,Cincinnati,6,67,Iowa St
1997,2,2,Midwest,4,65,Clemson,5,59,Tulsa
1997,2,3,East,1,73,North Carolina,9,56,Colorado
1997,2,3,East,15,81,Coppin St,10,82,Texas
1997,2,3,East,3,63,New Mexico,6,64,Louisville
1997,2,3,East,4,68,Villanova,5,75,California
1997,2,4,Southeast,1,75,Kansas,8,61,Purdue
1997,2,4,Southeast,2,87,Duke,10,98,Providence
1997,2,4,Southeast,14,75,Chattanooga,6,63,Illinois
1997,2,4,Southeast,4,73,Arizona,12,69,College of Charleston
1997,3,1,West,1,83,Kentucky,4,68,St Josephs
1997,3,1,West,2,82,Utah,6,77,Stanford
1997,3,2,Midwest,1,90,Minnesota,4,84,Clemson
1997,3,2,Midwest,2,74,UCLA,6,73,Iowa St
1997,3,3,East,1,63,North Carolina,5,57,California
1997,3,3,East,10,63,Texas,6,78,Louisville
1997,3,4,Southeast,1,82,Kansas,4,85,Arizona
1997,3,4,Southeast,10,71,Providence,14,65,Chattanooga
1997,4,1,West,1,72,Kentucky,2,59,Utah
1997,4,2,Midwest,1,80,Minnesota,2,72,UCLA
1997,4,3,East,1,97,North Carolina,6,74,Louisville
1997,4,4,Southeast,4,96,Arizona,10,92,Providence
1997,5,1,Final Four,1,78,Kentucky,1,69,Minnesota
1997,5,2,Final Four,1,58,North Carolina,4,66,Arizona
1997,6,1,Championship,1,79,Kentucky,4,84,Arizona
1998,1,1,East,1,88,North Carolina,16,52,Navy
1998,1,1,East,2,93,Connecticut,15,85,Fairleigh Dickinson
1998,1,1,East,3,61,South Carolina,14,62,Richmond
1998,1,1,East,4,83,Michigan St,13,71,Eastern Michigan
1998,1,1,East,5,69,Princeton,12,57,UNLV
1998,1,1,East,6,68,Xavier,11,69,Washington
1998,1,1,East,7,94,Indiana,10,87,Oklahoma
1998,1,1,East,8,77,Charlotte,9,62,Illinois Chicago
1998,1,2,West,1,99,Arizona,16,60,Nicholls St
1998,1,2,West,2,65,Cincinnati,15,62,Northern Arizona
1998,1,2,West,3,85,Utah,14,68,San Francisco
1998,1,2,West,4,82,Maryland,13,68,Utah St
1998,1,2,West,5,64,Illinois,12,51,South Alabama
1998,1,2,West,6,74,Arkansas,11,65,Nebraska
1998,1,2,West,7,52,Temple,10,82,West Virginia
1998,1,2,West,8,81,Tennessee,9,82,Illinois St
1998,1,3,Midwest,1,110,Kansas,16,52,Prairie View
1998,1,3,Midwest,2,95,Purdue,15,56,Delaware
1998,1,3,Midwest,3,67,Stanford,14,57,College of Charleston
1998,1,3,Midwest,4,69,Ole Miss,13,70,Valparaiso
1998,1,3,Midwest,5,87,TCU,12,96,Florida St
1998,1,3,Midwest,6,72,Clemson,11,75,Western Michigan
1998,1,3,Midwest,7,64,St Johns,10,66,Detroit
1998,1,3,Midwest,8,97,Rhode Island,9,74,Murray St
1998,1,4,South,1,99,Duke,16,63,Radford
1998,1,4,South,2,82,Kentucky,15,67,South Carolina St
1998,1,4,South,3,80,Michigan,14,61,Davidson
1998,1,4,South,4,79,New Mexico,13,62,Butler
1998,1,4,South,5,63,Syracuse,12,61,Iona
1998,1,4,South,6,65,UCLA,11,62,Miami
1998,1,4,South,7,46,Massachusetts,10,51,St Louis
1998,1,4,South,8,74,Oklahoma St,9,59,George Washington
1998,2,1,East,1,93,North Carolina,8,83,Charlotte
1998,2,1,East,2,78,Connecticut,7,68,Indiana
1998,2,1,East,14,66,Richmond,11,87,Washington
1998,2,1,East,4,63,Michigan St,5,56,Princeton
1998,2,2,West,1,82,Arizona,9,49,Illinois St
1998,2,2,West,2,74,Cincinnati,10,75,West Virginia
1998,2,2,West,3,75,Utah,6,69,Arkansas
1998,2,2,West,4,67,Maryland,5,61,Illinois
1998,2,3,Midwest,1,75,Kansas,8,80,Rhode Island
1998,2,3,Midwest,2,80,Purdue,10,65,Detroit
1998,2,3,Midwest,3,83,Stanford,11,65,Western Michigan
1998,2,3,Midwest,13,83,Valparaiso,12,77,Florida St
1998,2,4,South,1,79,Duke,8,73,Oklahoma St
1998,2,4,South,2,88,Kentucky,10,61,St Louis
1998,2,4,South,3,82,Michigan,6,85,UCLA
1998,2,4,South,4,46,New Mexico,5,56,Syracuse
1998,3,1,East,1,73,North Carolina,4,58,Michigan St
1998,3,1,East,2,75,Connecticut,11,74,Washington
1998,3,2,West,1,87,Arizona,4,79,Maryland
1998,3,2,West,10,62,West Virginia,3,65,Utah
1998,3,3,Midwest,8,74,Rhode Island,13,68,Valparaiso
1998,3,3,Midwest,2,59,Purdue,3,67,Stanford
1998,3,4,South,1,80,Duke,5,67,Syracuse
1998,3,4,South,2,94,Kentucky,6,68,UCLA
1998,4,1,East,1,75,North Carolina,2,64,Connecticut
1998,4,2,West,1,51,Arizona,3,76,Utah
1998,4,3,Midwest,8,77,Rhode Island,3,79,Stanford
1998,4,4,South,1,84,Duke,2,86,Kentucky
1998,5,1,Final Four,1,59,North Carolina,3,65,Utah
1998,5,2,Final Four,3,85,Stanford,2,86,Kentucky
1998,6,1,Championship,3,69,Utah,2,78,Kentucky
1999,1,1,East,1,99,Duke,16,58,Florida A&M
1999,1,1,East,2,75,Miami,15,54,Lafayette
1999,1,1,East,3,72,Cincinnati,14,48,George Mason
1999,1,1,East,4,62,Tennessee,13,52,Delaware
1999,1,1,East,5,32,Wisconsin,12,43,Southwest Missouri St
1999,1,1,East,6,61,Temple,11,54,Kent St
1999,1,1,East,7,54,Texas,10,58,Purdue
1999,1,1,East,8,53,College of Charleston,9,62,Tulsa
1999,1,2,Midwest,1,76,Michigan St,16,53,Mount St Marys
1999,1,2,Midwest,2,80,Utah,15,58,Arkansas St
1999,1,2,Midwest,3,82,Kentucky,14,60,New Mexico St
1999,1,2,Midwest,4,60,Arizona,13,61,Oklahoma
1999,1,2,Midwest,5,81,Charlotte,12,70,Rhode Island
1999,1,2,Midwest,6,95,Kansas,11,74,Evansville
1999,1,2,Midwest,7,58,Washington,10,59,Miami Ohio
1999,1,2,Midwest,8,70,Villanova,9,72,Ole Miss
1999,1,3,South,1,80,Auburn,16,41,Winthrop
1999,1,3,South,2,82,Maryland,15,60,Valparaiso
1999,1,3,South,3,69,St Johns,14,43,Samford
1999,1,3,South,4,72,Ohio St,13,58,Murray St
1999,1,3,South,5,53,UCLA,12,56,Detroit
1999,1,3,South,6,108,Indiana,11,88,George Washington
1999,1,3,South,7,58,Louisville,10,62,Creighton
1999,1,3,South,8,61,Syracuse,9,69,Oklahoma St
1999,1,4,West,1,91,Connecticut,16,66,Texas San Antonio
1999,1,4,West,2,69,Stanford,15,57,Alcorn St
1999,1,4,West,3,74,North Carolina,14,76,Weber St
1999,1,4,West,4,94,Arkansas,13,80,Siena
1999,1,4,West,5,77,Iowa,12,64,UAB
1999,1,4,West,6,75,Florida,11,61,Pennsylvania
1999,1,4,West,7,63,Minnesota,10,75,Gonzaga
1999,1,4,West,8,59,Missouri,9,61,New Mexico
1999,2,1,East,1,97,Duke,9,56,Tulsa
1999,2,1,East,2,63,Miami,10,73,Purdue
1999,2,1,East,3,54,Cincinnati,6,64,Temple
1999,2,1,East,4,51,Tennessee,12,81,Southwest Missouri St
1999,2,2,Midwest,1,74,Michigan St,9,66,Ole Miss
1999,2,2,Midwest,2,58,Utah,10,66,Miami Ohio
1999,2,2,Midwest,3,92,Kentucky,6,88,Kansas
1999,2,2,Midwest,13,85,Oklahoma,5,72,Charlotte
1999,2,3,South,1,81,Auburn,9,74,Oklahoma St
1999,2,3,South,2,75,Maryland,10,62,Creighton
1999,2,3,South,3,86,St Johns,6,61,Indiana
1999,2,3,South,4,75,Ohio St,12,44,Detroit
1999,2,4,West,1,78,Connecticut,9,56,New Mexico
1999,2,4,West,2,74,Stanford,10,82,Gonzaga
1999,2,4,West,14,74,Weber St,6,82,Florida
1999,2,4,West,4,72,Arkansas,5,82,Iowa
1999,3,1,East,1,78,Duke,12,61,Southwest Missouri St
1999,3,1,East,10,55,Purdue,6,77,Temple
1999,3,2,Midwest,1,54,Michigan St,13,46,Oklahoma
1999,3,2,Midwest,10,43,Miami Ohio,3,58,Kentucky
1999,3,3,South,1,64,Auburn,4,72,Ohio St
